Dialogue_ID,Utterance_ID,Speaker,Emotion,Utterance
3,7,Ses01F_impro04_M,neutral,I'm just saying I have a friend that got a good job on it so I was just recommending it.
3,8,Ses01F_impro04_F,neutral,What kind of a job?
3,9,Ses01F_impro04_M,neutral,He's like a manager for a theatre.
3,10,Ses01F_impro04_F,neutral,Really?
3,11,Ses01F_impro04_M,neutral,He's like a house manager. Yeah.  It's a good job.
3,12,Ses01F_impro04_F,neutral,He just...
3,13,Ses01F_impro04_F,neutral,you know what?  I heard about that job.  I applied for that.
3,14,Ses01F_impro04_M,neutral,You did?
3,15,Ses01F_impro04_F,frustration,Yeah.  I saw a posting at the theatre.
3,16,Ses01F_impro04_M,neutral,Yeah.
3,17,Ses01F_impro04_F,neutral,He got it?
3,18,Ses01F_impro04_M,neutral,You've been looking for a job for a long time; that was a long time ago.  Right?
3,19,Ses01F_impro04_F,neutral,Yeah.
3,20,Ses01F_impro04_M,neutral,Hmm.
3,21,Ses01F_impro04_F,neutral,What did he do?  What was so great?  I don't understand why they would pick him over me.
3,22,Ses01F_impro04_M,neutral,I don't know.  He had a really good resume I guess and--
3,23,Ses01F_impro04_F,neutral,A resume?
3,24,Ses01F_impro04_M,neutral,Yeah.  Do you have a resume?
3,25,Ses01F_impro04_F,neutral,No.
3,26,Ses01F_impro04_M,neutral,It's kind of helpful when getting a job.
3,27,Ses01F_impro04_F,neutral,I just- I mean I call people up and I tell them what I'm good at.
3,28,Ses01F_impro04_M,neutral,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.
3,29,Ses01F_impro04_F,neutral,Yeah.
3,30,Ses01F_impro04_F,neutral,I don't like- I don't like sending things in the mail.  I don't want my information out there.
3,31,Ses01F_impro04_M,neutral,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--"
3,32,Ses01F_impro04_F,frustration,I'm there in front of them.  I'm telling them what I'm good at.
3,33,Ses01F_impro04_M,neutral,"Yeah.  But the piece of paper helps, too."
3,34,Ses01F_impro04_F,frustration,Why?  It's a piece of paper.
3,35,Ses01F_impro04_M,neutral,"No.  But it has an outline, you know."
3,36,Ses01F_impro04_F,frustration,"I just don't want this paper trail, you know.  I just don't want things following me around, like-."
3,37,Ses01F_impro04_M,neutral,"I know.  Okay.  Well, um. Maybe--"
3,38,Ses01F_impro04_F,frustration,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but..."
3,39,Ses01F_impro04_M,neutral,Yeah.
3,40,Ses01F_impro04_M,neutral,"Okay, yeah.  I would imagine."
3,41,Ses01F_impro04_F,neutral,..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.
3,42,Ses01F_impro04_M,neutral,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now."
3,43,Ses01F_impro04_F,frustration,"That's baloney, that's baloney."
3,44,Ses01F_impro04_F,frustration,Please.
3,45,Ses01F_impro04_M,neutral,maybe get a car.
3,46,Ses01F_impro04_M,neutral,"I just, you know, think you should try a little harder maybe."
3,47,Ses01F_impro04_F,frustration,you think that you're better than me because I don't have a car?
3,48,Ses01F_impro04_M,neutral,I didn't say that.
3,49,Ses01F_impro04_F,frustration,"You know, you're riding the bus, too."
3,50,Ses01F_impro04_M,neutral,"I am riding the bus, but by choice."
3,51,Ses01F_impro04_F,frustration,Why?  What choice?
3,52,Ses01F_impro04_M,neutral,"To save the environment, carpool."
3,53,Ses01F_impro04_F,frustration,You're saving the environment. mmhmm
3,54,Ses01F_impro04_M,neutral,Yes.  One less car at a time.
3,55,Ses01F_impro04_F,frustration,Interesting.  That's fantastic.
3,56,Ses01F_impro04_M,neutral,Mmhmm.
3,57,Ses01F_impro04_M,frustration,"You know, you don't have to take out your frustration on me, you know, just because..."
3,58,Ses01F_impro04_F,anger,I'm not frustrated.
3,59,Ses01F_impro04_M,frustration,...you can't get a job and refuse to have a resume.
3,60,Ses01F_impro04_F,anger,Who do you think you are?
3,61,Ses01F_impro04_M,neutral,I don't think I'm anyone.
3,62,Ses01F_impro04_F,anger,You are so high and mighty.  I just--
3,63,Ses01F_impro04_M,neutral,I- I-I didn't-- okay.
3,64,Ses01F_impro04_F,anger,Oh.  I'm saving the environment. I'm riding this car because I- I want to.
3,65,Ses01F_impro04_M,neutral,What?  No.
3,66,Ses01F_impro04_M,frustration,What? Oh.  So now you're...
3,67,Ses01F_impro04_F,anger,"The bus, I'm riding the bus because I want to."
3,68,Ses01F_impro04_M,frustration,you know what?  You don't have to take your anger and your hurt out on me.
3,69,Ses01F_impro04_F,anger,I can not-- you are not here by choice.  Nobody would ride this bus by choice.
3,70,Ses01F_impro04_M,neutral,Why not?
4,0,Ses01F_impro05_F,frustration,Hi.
4,1,Ses01F_impro05_M,neutral,Hi.  Thanks for waiting.
4,2,Ses01F_impro05_F,frustration,Yeah. This is the fourth line that I have been in.
4,3,Ses01F_impro05_M,happiness,Can I help you?
4,4,Ses01F_impro05_M,happiness,Uh huh.
4,5,Ses01F_impro05_F,frustration,I need my bag.
4,6,Ses01F_impro05_M,neutral,Okay.
4,7,Ses01F_impro05_F,frustration,"I flew in over three hours ago, I've been in four different lines."
4,8,Ses01F_impro05_M,neutral,Okay.
4,9,Ses01F_impro05_F,frustration,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.
4,10,Ses01F_impro05_M,neutral,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.
4,11,Ses01F_impro05_F,frustration,Nash.
4,12,Ses01F_impro05_M,neutral,Okay.
4,13,Ses01F_impro05_F,neutral,No G.
4,14,Ses01F_impro05_M,neutral,all right- okay.  And you lost your bag? Is that- that the issue?
4,15,Ses01F_impro05_F,frustration,Yes.
4,16,Ses01F_impro05_F,anger,Flight seven fourteen.
4,17,Ses01F_impro05_M,neutral,Uh-huh.
4,18,Ses01F_impro05_F,anger,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?"
4,19,Ses01F_impro05_M,neutral,"Yeah. Yeah, I don't see- I don't see any--"
4,20,Ses01F_impro05_M,neutral,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-"
4,21,Ses01F_impro05_M,neutral,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again..."
4,22,Ses01F_impro05_F,neutral,"Oh, Are you kidding me?"
4,23,Ses01F_impro05_M,neutral,"for such an inconvenience and your bag, but"
4,24,Ses01F_impro05_F,anger,Is this a joke?
4,25,Ses01F_impro05_M,neutral,Yeah.
4,26,Ses01F_impro05_M,neutral,"No, no."
4,27,Ses01F_impro05_F,anger,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline."
4,28,Ses01F_impro05_M,neutral,"No, no.  This is real."
4,29,Ses01F_impro05_F,neutral,So you'll give me money and then I'll get my bag?
4,30,Ses01F_impro05_M,neutral,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because..."
4,31,Ses01F_impro05_M,neutral,this is the only track record that we have and if it's not listed here then it's probably not anywhere.
4,32,Ses01F_impro05_F,anger,"You're kidding me, this is a joke."
4,33,Ses01F_impro05_M,neutral,"Once again, I'm really- I'm really sorry."
4,34,Ses01F_impro05_F,anger,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.
4,35,Ses01F_impro05_M,neutral,Yes.
4,36,Ses01F_impro05_M,neutral,I know.
4,37,Ses01F_impro05_F,anger,We flew in from Paris.  I've been shopping for three weeks.
4,38,Ses01F_impro05_M,neutral,"I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--"
4,39,Ses01F_impro05_F,anger,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.
4,40,Ses01F_impro05_M,neutral,Okay. Calm-
4,41,Ses01F_impro05_M,neutral,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really"
4,42,Ses01F_impro05_F,anger,Do you understand who my husband is?
4,43,Ses01F_impro05_F,anger,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it."
4,44,Ses01F_impro05_M,neutral,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that."
4,45,Ses01F_impro05_F,anger,Oh-Oh.  It's a gift.  You're-You're helping me out here?
4,46,Ses01F_impro05_M,neutral,It's a gift.
4,47,Ses01F_impro05_M,neutral,"You know, the airlines can not be held responsible for every bag of luggage that comes through here."
4,48,Ses01F_impro05_F,anger,You are cruising for a bruising.  You are in so much trouble.
4,49,Ses01F_impro05_M,neutral,With the amount of--
4,50,Ses01F_impro05_F,anger,Who's in charge?  Who is the president of Jet Blue?
4,51,Ses01F_impro05_M,neutral,"Um, actually, I don't know. I don't know. Oh really?"
4,52,Ses01F_impro05_F,anger,Because I probably know him.
4,53,Ses01F_impro05_F,anger,Yeah.
4,54,Ses01F_impro05_M,neutral,Well then maybe you can just call him and he can give you more money.  But right now all I can do--
4,55,Ses01F_impro05_F,anger,"I don't want money, I want my clothes."
4,56,Ses01F_impro05_M,neutral,"Right now all I can do is just give you this fifty dollars, I'm really sorry."
4,57,Ses01F_impro05_F,anger,What's your name?
4,58,Ses01F_impro05_M,neutral,Oh.  My name is Sean. Hi.
4,59,Ses01F_impro05_F,neutral,Sean.  Great. Do you have a badge number or something?
4,60,Ses01F_impro05_M,neutral,"Badge number?  Uh, no.  You can just take my employee number I guess."
4,61,Ses01F_impro05_F,anger,Okay.  I'll do that.
4,62,Ses01F_impro05_M,neutral,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.
4,63,Ses01F_impro05_F,anger,I don't think you have done everything you could do because I don't have my bag here yet.
4,64,Ses01F_impro05_M,neutral,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--"
4,65,Ses01F_impro05_F,anger,A letter? I'll make a personal phone call.
4,66,Ses01F_impro05_M,neutral,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more..."
5,0,Ses01F_impro06_M,sadness,"I'm sorry, Joy."
5,1,Ses01F_impro06_F,neutral,It's okay.
5,2,Ses01F_impro06_M,neutral,Is there anything I can get you?  Do you want me to take care of anything for you or...?
5,3,Ses01F_impro06_F,neutral,"No, no, no."
5,4,Ses01F_impro06_M,neutral,...pick up anything?
5,5,Ses01F_impro06_F,sadness,No.
5,6,Ses01F_impro06_M,sadness,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.
5,7,Ses01F_impro06_F,neutral,That's sweet.
5,8,Ses01F_impro06_F,neutral,Thank you.
5,9,Ses01F_impro06_F,sadness,I went to see her headstone a week or two ago.
5,10,Ses01F_impro06_F,sadness,"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city."
5,11,Ses01F_impro06_M,neutral,Hmm.
5,12,Ses01F_impro06_F,sadness,So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.
5,13,Ses01F_impro06_F,sadness,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-
5,14,Ses01F_impro06_F,neutral,"this woman came up and, you know, it was hers. It was her person that was there."
5,15,Ses01F_impro06_M,neutral,Oh.  She was there?
5,16,Ses01F_impro06_F,sadness,"Yeah.  And she was like, that's pathetic, I hope you enjoy it."
5,17,Ses01F_impro06_F,sadness,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly."
5,18,Ses01F_impro06_M,neutral,Mmhmm.
5,19,Ses01F_impro06_F,sadness,"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever."
5,20,Ses01F_impro06_M,sadness,Yeah.
5,21,Ses01F_impro06_F,sadness,I don't know.
5,22,Ses01F_impro06_M,neutral,How long were you there for?
5,23,Ses01F_impro06_F,sadness,At the cemetery?
5,24,Ses01F_impro06_M,neutral,Mmhmm.
5,25,Ses01F_impro06_F,sadness,couple hours.
5,26,Ses01F_impro06_F,neutral,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers."
5,27,Ses01F_impro06_M,neutral,Oh really?
5,28,Ses01F_impro06_M,neutral,You ran through the sprinklers in the cemetery?
5,29,Ses01F_impro06_F,neutral,It was hot.[LIPSMACK]
5,30,Ses01F_impro06_M,neutral,Is it a big cemetery?
5,31,Ses01F_impro06_F,neutral,Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.
5,32,Ses01F_impro06_M,neutral,"Oh, so they're like really old too, really old ones?"
5,33,Ses01F_impro06_F,neutral,Yeah.
5,34,Ses01F_impro06_F,sadness,"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors."
5,35,Ses01F_impro06_F,sadness,"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her."
5,36,Ses01F_impro06_F,sadness,She used to have these poetry parties on Memorial Day.
5,37,Ses01F_impro06_M,neutral,Mmhmm.
5,38,Ses01F_impro06_F,sadness,Umm. Yeah.
5,39,Ses01F_impro06_F,sadness,"And the last time before she died, I remember she couldn't really stand, umm..."
5,40,Ses01F_impro06_F,sadness,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized.  And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head.  It was cool."
5,41,Ses01F_impro06_M,neutral,Mmhmm.
5,42,Ses01F_impro06_F,sadness,"Some, I guess.  She memorized this one, John Dunn, it's called, Death Be Not Proud. and-"
5,43,Ses01F_impro06_M,neutral,So she wrote a lot of poetry?
5,44,Ses01F_impro06_F,neutral,"There's another one, I can't remember."
5,45,Ses01F_impro06_F,sadness,"I remember, too, when we were--  she died at U.C.L.A.  She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back.  And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room.  All she needs is a God damn audience.  You know?"
5,46,Ses01F_impro06_M,neutral,Mmhmm.Mmhmm.Mmhmm.
6,0,Ses01F_impro07_M,neutral,Did you get the letter?
6,1,Ses01F_impro07_F,neutral,"Yes.  There's a big envelope it says, you're in. I know."
6,2,Ses01F_impro07_M,neutral,Yeah. That is so awesome.
6,3,Ses01F_impro07_M,neutral,Oh my God. What are you going to do? [LAUGHTER]
6,4,Ses01F_impro07_F,neutral,So I have to move back to the ghetto but...I know.
6,5,Ses01F_impro07_M,neutral,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly."
6,6,Ses01F_impro07_F,neutral,"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that."
6,7,Ses01F_impro07_M,neutral,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?"
6,8,Ses01F_impro07_F,neutral,"Oh- I know, I know, I know, I know."
6,9,Ses01F_impro07_F,neutral,"I don't know.  I spend so much time commuting as it is, I'd rather."
6,10,Ses01F_impro07_M,neutral,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.
6,11,Ses01F_impro07_F,neutral,I know. We should throw a party.
6,12,Ses01F_impro07_F,neutral,"At Arapaho we could afford that. [GARBAGE]. Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?"
6,13,Ses01F_impro07_M,neutral,A rapper party ho. Yeah. Okay.
6,14,Ses01F_impro07_M,neutral,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo."
6,15,Ses01F_impro07_F,neutral,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.
6,16,Ses01F_impro07_M,neutral,Yeah.  Big time.
6,17,Ses01F_impro07_M,neutral,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?
6,18,Ses01F_impro07_F,neutral,"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say."
6,19,Ses01F_impro07_M,neutral,"Oh, okay."
6,20,Ses01F_impro07_M,neutral,Ooh. Fancy.
6,21,Ses01F_impro07_F,neutral,Yeah.  I'm not sure.
6,22,Ses01F_impro07_M,neutral,Is this a Masters or a P.h.D.?  Or can you...? Nice
6,23,Ses01F_impro07_F,neutral,Umm...P.h.D. [LAUGHTER]
6,24,Ses01F_impro07_M,neutral,"That's good.  Don't you have to like teach a class, too, when you do that?"
6,25,Ses01F_impro07_F,neutral,"Um, yeah, yeah.  I'm a TA for two sessions. Mmhmm."
6,26,Ses01F_impro07_M,neutral,"Teacher. Mrs. Nash, I have a question."
6,27,Ses01F_impro07_F,neutral,So I get to mold young minds. Mrs.?  That's my mother.
6,28,Ses01F_impro07_M,neutral,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.
6,29,Ses01F_impro07_F,neutral,"I would be like- Oh. Right, right, right."
6,30,Ses01F_impro07_M,neutral,"Mrs. Nash.  That's so awesome, though."
6,31,Ses01F_impro07_F,neutral,"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works."
6,32,Ses01F_impro07_M,neutral,Yay...School's fun.
6,33,Ses01F_impro07_M,neutral,"Of course, right.  That's where the real money is, being a student."
6,34,Ses01F_impro07_F,neutral,Yeah.  Totally. [LAUGHTER]
6,35,Ses01F_impro07_M,happiness,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.
6,36,Ses01F_impro07_F,neutral,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah."
7,0,Ses01F_script01_1_F,frustration,What's he going to say?
7,1,Ses01F_script01_1_F,neutral,Maybe we should tell him before he sees it.
